"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Product Category","Status"
"camisa-berzerk-anjo-caido","Camisa Berzerk Anjo Caído","<h2>Camisa Berzerk Anjo Caído</h2>
<p>Peça streetwear camisa berzerk anjo caído, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","M","","","17272717171-M","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Anjo Caído","FALSE","Camisa Berzerk Anjo Caído | Deroche Mantos","Compre Camisa Berzerk Anjo Caído na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-anjo-caido","","","","","","","","Tamanho","G","","","17272717171-G","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-arnold","Camisa Berzerk Arnold","<h2>Camisa Berzerk Arnold</h2>
<p>Peça streetwear camisa berzerk arnold, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","P","","","28282282-P","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Arnold","FALSE","Camisa Berzerk Arnold | Deroche Mantos","Compre Camisa Berzerk Arnold na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-arnold","","","","","","","","Tamanho","G","","","28282282-G","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-bulking-rosquinha","Camisa Berzerk Bulking Rosquinha","<h2>Camisa Berzerk Bulking Rosquinha</h2>
<p>Peça streetwear camisa berzerk bulking rosquinha, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","M","","","283818282828128-M","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Bulking Rosquinha","FALSE","Camisa Berzerk Bulking Rosquinha | Deroche Mantos","Compre Camisa Berzerk Bulking Rosquinha na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-caveira-old-school","Camisa Berzerk Caveira Old School","<h2>Camisa Berzerk Caveira Old School</h2>
<p>Peça streetwear camisa berzerk caveira old school, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","M","","","92929229292-M","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Caveira Old School","FALSE","Camisa Berzerk Caveira Old School | Deroche Mantos","Compre Camisa Berzerk Caveira Old School na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-caveira-old-school","","","","","","","","Tamanho","G","","","92929229292-G","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-heavy-day","Camisa Berzerk Heavy Day","<h2>Camisa Berzerk Heavy Day</h2>
<p>Peça streetwear camisa berzerk heavy day, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","P","","","282828282822-P","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Heavy Day","FALSE","Camisa Berzerk Heavy Day | Deroche Mantos","Compre Camisa Berzerk Heavy Day na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-heavy-day","","","","","","","","Tamanho","M","","","282828282822-M","220","shopify","3","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-heavy-day","","","","","","","","Tamanho","G","","","282828282822-G","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-heavy-day","","","","","","","","Tamanho","GG","","","282828282822-GG","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-heavy-day","","","","","","","","Tamanho","XGG","","","282828282822-XGG","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-jesus","Camisa Berzerk Jesus","<h2>Camisa Berzerk Jesus</h2>
<p>Peça streetwear camisa berzerk jesus, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","M","","","181838484040404-M","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Jesus","FALSE","Camisa Berzerk Jesus | Deroche Mantos","Compre Camisa Berzerk Jesus na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-jesus","","","","","","","","Tamanho","G","","","181838484040404-G","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-leg-day","Camisa Berzerk Leg Day","<h2>Camisa Berzerk Leg Day</h2>
<p>Peça streetwear camisa berzerk leg day, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","P","","","183828228-P","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Leg Day","FALSE","Camisa Berzerk Leg Day | Deroche Mantos","Compre Camisa Berzerk Leg Day na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-leg-day","","","","","","","","Tamanho","M","","","183828228-M","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-leg-day","","","","","","","","Tamanho","G","","","183828228-G","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-leg-day","","","","","","","","Tamanho","GG","","","183828228-GG","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-leg-day","","","","","","","","Tamanho","XGG","","","183828228-XGG","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-leg-day-anjo","Camisa Berzerk Leg Day Anjo","<h2>Camisa Berzerk Leg Day Anjo</h2>
<p>Peça streetwear camisa berzerk leg day anjo, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","P","","","2828182822828-P","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Leg Day Anjo","FALSE","Camisa Berzerk Leg Day Anjo | Deroche Mantos","Compre Camisa Berzerk Leg Day Anjo na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-leg-day-anjo","","","","","","","","Tamanho","M","","","2828182822828-M","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-marrom-courage","Camisa Berzerk Marrom Courage","<h2>Camisa Berzerk Marrom Courage</h2>
<p>Peça streetwear camisa berzerk marrom courage, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Marrom, Masculino","TRUE","Tamanho","M","","","46888985433-M","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Marrom Courage","FALSE","Camisa Berzerk Marrom Courage | Deroche Mantos","Compre Camisa Berzerk Marrom Courage na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-marrom-courage","","","","","","","","Tamanho","G","","","46888985433-G","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-nfl-marrom","Camisa Berzerk NFL Marrom","<h2>Camisa Berzerk NFL Marrom</h2>
<p>Peça streetwear camisa berzerk nfl marrom, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Marrom, Masculino","TRUE","Tamanho","M","","","1828282827-M","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk NFL Marrom","FALSE","Camisa Berzerk NFL Marrom | Deroche Mantos","Compre Camisa Berzerk NFL Marrom na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-olympia","Camisa Berzerk Olympia","<h2>Camisa Berzerk Olympia</h2>
<p>Peça streetwear camisa berzerk olympia, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","P","","","182818118-P","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Olympia","FALSE","Camisa Berzerk Olympia | Deroche Mantos","Compre Camisa Berzerk Olympia na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-simples","Camisa Berzerk Simples","<h2>Camisa Berzerk Simples</h2>
<p>Peça streetwear camisa berzerk simples, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","P","","","182818282281111-P","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Simples","FALSE","Camisa Berzerk Simples | Deroche Mantos","Compre Camisa Berzerk Simples na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-simples","","","","","","","","Tamanho","M","","","182818282281111-M","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","","","","","","",""
"camisa-berzerk-staff-n-stuff","Camisa Berzerk Staff N’Stuff","<h2>Camisa Berzerk Staff N’Stuff</h2>
<p>Peça streetwear camisa berzerk staff n’stuff, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","P","","","1828182382-P","220","shopify","1","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Staff N’Stuff","FALSE","Camisa Berzerk Staff N’Stuff | Deroche Mantos","Compre Camisa Berzerk Staff N’Stuff na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-berzerk-urso","Camisa Berzerk Urso","<h2>Camisa Berzerk Urso</h2>
<p>Peça streetwear camisa berzerk urso, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Masculino","TRUE","Tamanho","G","","","1828282828-G","220","shopify","2","deny","manual","120.00","","TRUE","TRUE","","1","Camisa Berzerk Urso","FALSE","Camisa Berzerk Urso | Deroche Mantos","Compre Camisa Berzerk Urso na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-basica-amarela-streetwear","Camisa Básica Amarela Streetwear","<h2>Camisa Básica Amarela Streetwear</h2>
<p>Peça streetwear camisa básica amarela streetwear, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Amarela, Masculino","TRUE","Tamanho","M","","","181828181-M","220","shopify","2","deny","manual","129.90","","TRUE","TRUE","","1","Camisa Básica Amarela Streetwear","FALSE","Camisa Básica Amarela Streetwear | Deroche Mantos","Compre Camisa Básica Amarela Streetwear na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-basica-azul-streetwear","Camisa Básica Azul Streetwear","<h2>Camisa Básica Azul Streetwear</h2>
<p>Peça streetwear camisa básica azul streetwear, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Azul, Masculino","TRUE","Tamanho","PP","","","28282818283722-PP","220","shopify","2","deny","manual","129.90","","TRUE","TRUE","","1","Camisa Básica Azul Streetwear","FALSE","Camisa Básica Azul Streetwear | Deroche Mantos","Compre Camisa Básica Azul Streetwear na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-basica-azul-streetwear","","","","","","","","Tamanho","P","","","28282818283722-P","220","shopify","2","deny","manual","129.90","","TRUE","TRUE","","","","","","","",""
"camisa-basica-azul-streetwear","","","","","","","","Tamanho","M","","","28282818283722-M","220","shopify","1","deny","manual","129.90","","TRUE","TRUE","","","","","","","",""
"camisa-basica-branca-streetwear","Camisa Básica Branca Streetwear","<h2>Camisa Básica Branca Streetwear</h2>
<p>Peça streetwear camisa básica branca streetwear, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Branca, Masculino","TRUE","Tamanho","PP","","","2828281822-PP","220","shopify","3","deny","manual","129.90","","TRUE","TRUE","","1","Camisa Básica Branca Streetwear","FALSE","Camisa Básica Branca Streetwear | Deroche Mantos","Compre Camisa Básica Branca Streetwear na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"camisa-basica-branca-streetwear","","","","","","","","Tamanho","P","","","2828281822-P","220","shopify","3","deny","manual","129.90","","TRUE","TRUE","","","","","","","",""
"camisa-basica-branca-streetwear","","","","","","","","Tamanho","M","","","2828281822-M","220","shopify","8","deny","manual","129.90","","TRUE","TRUE","","","","","","","",""
"camisa-basica-branca-streetwear","","","","","","","","Tamanho","G","","","2828281822-G","220","shopify","6","deny","manual","129.90","","TRUE","TRUE","","","","","","","",""
"camisa-basica-branca-streetwear","","","","","","","","Tamanho","GG","","","2828281822-GG","220","shopify","1","deny","manual","129.90","","TRUE","TRUE","","","","","","","",""
